Input,Output,ObservedProb,ExpectedProb
not-e,note,0.0,0.5916876090785739
not-e,nole,1.0,0.2526943179889119
not-e,noe,0.0,0.1556180729325143
not-te,notte,1.0,0.9492179875191661
not-te,nolte,0.0,0.03142771636440028
not-te,note,0.0,0.01935429611643353
not-tu,nottu,1.0,0.9492179875191661
not-tu,noltu,0.0,0.03142771636440028
not-tu,notu,0.0,0.01935429611643353
not-u,notu,0.0,0.5916876090785739
not-u,nolu,1.0,0.2526943179889119
not-u,nou,0.0,0.1556180729325143
mat-a,mata,0.0,0.5916876090785739
mat-a,mala,1.0,0.2526943179889119
mat-a,maa,0.0,0.1556180729325143
mat-ta,matta,1.0,0.9492179875191661
mat-ta,malta,0.0,0.03142771636440028
mat-ta,mata,0.0,0.01935429611643353
mat-e,mate,0.0,0.5916876090785739
mat-e,male,1.0,0.2526943179889119
mat-e,mae,0.0,0.1556180729325143
mat-te,matte,1.0,0.9492179875191661
mat-te,malte,0.0,0.03142771636440028
mat-te,mate,0.0,0.01935429611643353
mat-tu,mattu,1.0,0.9492179875191661
mat-tu,maltu,0.0,0.03142771636440028
mat-tu,matu,0.0,0.01935429611643353
mat-u,matu,0.0,0.5916876090785739
mat-u,malu,1.0,0.2526943179889119
mat-u,mau,0.0,0.1556180729325143
tus-a,tusa,1.0,0.5916876090785739
tus-a,tula,0.0,0.2526943179889119
tus-a,tua,0.0,0.1556180729325143
tus-ta,tutta,1.0,0.9492179875191661
tus-ta,tulta,0.0,0.03142771636440028
tus-ta,tuta,0.0,0.01935429611643353
tus-e,tuse,1.0,0.5916876090785739
tus-e,tule,0.0,0.2526943179889119
tus-e,tue,0.0,0.1556180729325143
tus-te,tutte,1.0,0.9492179875191661
tus-te,tulte,0.0,0.03142771636440028
tus-te,tute,0.0,0.01935429611643353
tus-tu,tuttu,1.0,0.9492179875191661
tus-tu,tultu,0.0,0.03142771636440028
tus-tu,tutu,0.0,0.01935429611643353
tus-u,tusu,1.0,0.5916876090785739
tus-u,tulu,0.0,0.2526943179889119
tus-u,tuu,0.0,0.1556180729325143
sis-a,sisa,1.0,0.5916876090785739
sis-a,sila,0.0,0.2526943179889119
sis-a,sia,0.0,0.1556180729325143
sis-ta,sitta,1.0,0.9492179875191661
sis-ta,silta,0.0,0.03142771636440028
sis-ta,sita,0.0,0.01935429611643353
sis-e,sise,1.0,0.5916876090785739
sis-e,sile,0.0,0.2526943179889119
sis-e,sie,0.0,0.1556180729325143
sis-te,sitte,1.0,0.9492179875191661
sis-te,silte,0.0,0.03142771636440028
sis-te,site,0.0,0.01935429611643353
sis-tu,sittu,1.0,0.9492179875191661
sis-tu,siltu,0.0,0.03142771636440028
sis-tu,situ,0.0,0.01935429611643353
sis-u,sisu,1.0,0.5916876090785739
sis-u,silu,0.0,0.2526943179889119
sis-u,siu,0.0,0.1556180729325143
hus-a,husa,1.0,0.5916876090785739
hus-a,hula,0.0,0.2526943179889119
hus-a,hua,0.0,0.1556180729325143
hus-ta,hutta,1.0,0.9492179875191661
hus-ta,hulta,0.0,0.03142771636440028
hus-ta,huta,0.0,0.01935429611643353
hus-e,huse,1.0,0.5916876090785739
hus-e,hule,0.0,0.2526943179889119
hus-e,hue,0.0,0.1556180729325143
hus-te,hutte,1.0,0.9492179875191661
hus-te,hulte,0.0,0.03142771636440028
hus-te,hute,0.0,0.01935429611643353
hus-tu,huttu,1.0,0.9492179875191661
hus-tu,hultu,0.0,0.03142771636440028
hus-tu,hutu,0.0,0.01935429611643353
hus-u,husu,1.0,0.5916876090785739
hus-u,hulu,0.0,0.2526943179889119
hus-u,huu,0.0,0.1556180729325143
kis-a,kisa,1.0,0.5916876090785739
kis-a,kila,0.0,0.2526943179889119
kis-a,kia,0.0,0.1556180729325143
kis-ta,kitta,1.0,0.9492179875191661
kis-ta,kilta,0.0,0.03142771636440028
kis-ta,kita,0.0,0.01935429611643353
kis-e,kise,1.0,0.5916876090785739
kis-e,kile,0.0,0.2526943179889119
kis-e,kie,0.0,0.1556180729325143
kis-te,kitte,1.0,0.9492179875191661
kis-te,kilte,0.0,0.03142771636440028
kis-te,kite,0.0,0.01935429611643353
kis-tu,kittu,1.0,0.9492179875191661
kis-tu,kiltu,0.0,0.03142771636440028
kis-tu,kitu,0.0,0.01935429611643353
kis-u,kisu,1.0,0.5916876090785739
kis-u,kilu,0.0,0.2526943179889119
kis-u,kiu,0.0,0.1556180729325143
mis-a,misa,0.0,0.5916876090785739
mis-a,mila,0.0,0.2526943179889119
mis-a,mia,1.0,0.1556180729325143
mis-ta,mitta,1.0,0.9492179875191661
mis-ta,milta,0.0,0.03142771636440028
mis-ta,mita,0.0,0.01935429611643353
mis-e,mise,0.0,0.5916876090785739
mis-e,mile,0.0,0.2526943179889119
mis-e,mie,1.0,0.1556180729325143
mis-te,mitte,1.0,0.9492179875191661
mis-te,milte,0.0,0.03142771636440028
mis-te,mite,0.0,0.01935429611643353
mis-tu,mittu,1.0,0.9492179875191661
mis-tu,miltu,0.0,0.03142771636440028
mis-tu,mitu,0.0,0.01935429611643353
mis-u,misu,0.0,0.5916876090785739
mis-u,milu,0.0,0.2526943179889119
mis-u,miu,1.0,0.1556180729325143
pes-a,pesa,0.0,0.5916876090785739
pes-a,pela,0.0,0.2526943179889119
pes-a,pea,1.0,0.1556180729325143
pes-ta,petta,1.0,0.9492179875191661
pes-ta,pelta,0.0,0.03142771636440028
pes-ta,peta,0.0,0.01935429611643353
pes-e,pese,0.0,0.5916876090785739
pes-e,pele,0.0,0.2526943179889119
pes-e,pee,1.0,0.1556180729325143
pes-te,pette,1.0,0.9492179875191661
pes-te,pelte,0.0,0.03142771636440028
pes-te,pete,0.0,0.01935429611643353
pes-tu,pettu,1.0,0.9492179875191661
pes-tu,peltu,0.0,0.03142771636440028
pes-tu,petu,0.0,0.01935429611643353
pes-u,pesu,0.0,0.5916876090785739
pes-u,pelu,0.0,0.2526943179889119
pes-u,peu,1.0,0.1556180729325143
ses-a,sesa,0.0,0.5916876090785739
ses-a,sela,0.0,0.2526943179889119
ses-a,sea,1.0,0.1556180729325143
ses-ta,setta,1.0,0.9492179875191661
ses-ta,selta,0.0,0.03142771636440028
ses-ta,seta,0.0,0.01935429611643353
ses-e,sese,0.0,0.5916876090785739
ses-e,sele,0.0,0.2526943179889119
ses-e,see,1.0,0.1556180729325143
ses-te,sette,1.0,0.9492179875191661
ses-te,selte,0.0,0.03142771636440028
ses-te,sete,0.0,0.01935429611643353
ses-tu,settu,1.0,0.9492179875191661
ses-tu,seltu,0.0,0.03142771636440028
ses-tu,setu,0.0,0.01935429611643353
ses-u,sesu,0.0,0.5916876090785739
ses-u,selu,0.0,0.2526943179889119
ses-u,seu,1.0,0.1556180729325143
nes-a,nesa,0.0,0.5916876090785739
nes-a,nela,0.0,0.2526943179889119
nes-a,nea,1.0,0.1556180729325143
nes-ta,netta,1.0,0.9492179875191661
nes-ta,nelta,0.0,0.03142771636440028
nes-ta,neta,0.0,0.01935429611643353
nes-e,nese,0.0,0.5916876090785739
nes-e,nele,0.0,0.2526943179889119
nes-e,nee,1.0,0.1556180729325143
nes-te,nette,1.0,0.9492179875191661
nes-te,nelte,0.0,0.03142771636440028
nes-te,nete,0.0,0.01935429611643353
nes-tu,nettu,1.0,0.9492179875191661
nes-tu,neltu,0.0,0.03142771636440028
nes-tu,netu,0.0,0.01935429611643353
nes-u,nesu,0.0,0.5916876090785739
nes-u,nelu,0.0,0.2526943179889119
nes-u,neu,1.0,0.1556180729325143
nus-a,nusa,0.0,0.5916876090785739
nus-a,nula,0.0,0.2526943179889119
nus-a,nua,1.0,0.1556180729325143
nus-ta,nutta,1.0,0.9492179875191661
nus-ta,nulta,0.0,0.03142771636440028
nus-ta,nuta,0.0,0.01935429611643353
nus-e,nuse,0.0,0.5916876090785739
nus-e,nule,0.0,0.2526943179889119
nus-e,nue,1.0,0.1556180729325143
nus-te,nutte,1.0,0.9492179875191661
nus-te,nulte,0.0,0.03142771636440028
nus-te,nute,0.0,0.01935429611643353
nus-tu,nuttu,1.0,0.9492179875191661
nus-tu,nultu,0.0,0.03142771636440028
nus-tu,nutu,0.0,0.01935429611643353
nus-u,nusu,0.0,0.5916876090785739
nus-u,nulu,0.0,0.2526943179889119
nus-u,nuu,1.0,0.1556180729325143
