Input,Output,ObservedProb,ExpectedProb
mat-u,malu,1.0,0.605268429071162
mat-u,mau,0.0,0.19253300308364127
mat-o,mato,0.0,0.20219856784519677
mat-o,malo,1.0,0.605268429071162
mat-o,mao,0.0,0.19253300308364127
mat-to,matto,1.0,0.9649755716576943
mat-to,malto,0.0,0.026572001336980948
mat-to,mato,0.0,0.008452427005324576
mat-i,mati,0.0,0.20219856784519677
mat-i,mali,1.0,0.605268429071162
mat-i,mai,0.0,0.19253300308364127
mat-ti,matti,1.0,0.9649755716576943
mat-ti,malti,0.0,0.026572001336980948
mat-ti,mati,0.0,0.008452427005324576
tus-a,tusa,1.0,0.7529803636716351
tus-a,tula,0.0,0.1751140037081893
tus-a,tua,0.0,0.07190563262017563
tus-ta,tutta,1.0,0.9676716887967728
tus-ta,tulta,0.0,0.022917773226724558
tus-ta,tuta,0.0,0.009410537976502717
tus-e,tuse,1.0,0.7529803636716351
tus-e,tule,0.0,0.1751140037081893
tus-e,tue,0.0,0.07190563262017563
tus-te,tutte,1.0,0.9676716887967728
tus-te,tulte,0.0,0.022917773226724558
tus-te,tute,0.0,0.009410537976502717
tus-tu,tuttu,1.0,0.9676716887967728
tus-tu,tultu,0.0,0.022917773226724558
tus-tu,tutu,0.0,0.009410537976502717
tus-u,tusu,1.0,0.7529803636716351
tus-u,tulu,0.0,0.1751140037081893
tus-u,tuu,0.0,0.07190563262017563
tus-o,tuso,1.0,0.7529803636716351
tus-o,tulo,0.0,0.1751140037081893
tus-o,tuo,0.0,0.07190563262017563
tus-to,tutto,1.0,0.9676716887967728
tus-to,tulto,0.0,0.022917773226724558
tus-to,tuto,0.0,0.009410537976502717
tus-i,tusi,1.0,0.7529803636716351
tus-i,tuli,0.0,0.1751140037081893
tus-i,tui,0.0,0.07190563262017563
tus-ti,tutti,1.0,0.9676716887967728
tus-ti,tulti,0.0,0.022917773226724558
tus-ti,tuti,0.0,0.009410537976502717
sis-a,sisa,1.0,0.7529803636716351
sis-a,sila,0.0,0.1751140037081893
sis-a,sia,0.0,0.07190563262017563
sis-ta,sitta,1.0,0.9676716887967728
sis-ta,silta,0.0,0.022917773226724558
sis-ta,sita,0.0,0.009410537976502717
sis-e,sise,1.0,0.7529803636716351
sis-e,sile,0.0,0.1751140037081893
sis-e,sie,0.0,0.07190563262017563
sis-te,sitte,1.0,0.9676716887967728
sis-te,silte,0.0,0.022917773226724558
sis-te,site,0.0,0.009410537976502717
sis-tu,sittu,1.0,0.9676716887967728
sis-tu,siltu,0.0,0.022917773226724558
sis-tu,situ,0.0,0.009410537976502717
sis-u,sisu,1.0,0.7529803636716351
sis-u,silu,0.0,0.1751140037081893
sis-u,siu,0.0,0.07190563262017563
sis-o,siso,1.0,0.7529803636716351
sis-o,silo,0.0,0.1751140037081893
sis-o,sio,0.0,0.07190563262017563
sis-to,sitto,1.0,0.9676716887967728
sis-to,silto,0.0,0.022917773226724558
sis-to,sito,0.0,0.009410537976502717
sis-i,sisi,1.0,0.7529803636716351
sis-i,sili,0.0,0.1751140037081893
sis-i,sii,0.0,0.07190563262017563
sis-ti,sitti,1.0,0.9676716887967728
sis-ti,silti,0.0,0.022917773226724558
sis-ti,siti,0.0,0.009410537976502717
hus-a,husa,1.0,0.7529803636716351
hus-a,hula,0.0,0.1751140037081893
hus-a,hua,0.0,0.07190563262017563
hus-ta,hutta,1.0,0.9676716887967728
hus-ta,hulta,0.0,0.022917773226724558
hus-ta,huta,0.0,0.009410537976502717
hus-e,huse,1.0,0.7529803636716351
hus-e,hule,0.0,0.1751140037081893
hus-e,hue,0.0,0.07190563262017563
hus-te,hutte,1.0,0.9676716887967728
hus-te,hulte,0.0,0.022917773226724558
hus-te,hute,0.0,0.009410537976502717
hus-tu,huttu,1.0,0.9676716887967728
hus-tu,hultu,0.0,0.022917773226724558
hus-tu,hutu,0.0,0.009410537976502717
hus-u,husu,1.0,0.7529803636716351
hus-u,hulu,0.0,0.1751140037081893
hus-u,huu,0.0,0.07190563262017563
hus-o,huso,1.0,0.7529803636716351
hus-o,hulo,0.0,0.1751140037081893
hus-o,huo,0.0,0.07190563262017563
hus-to,hutto,1.0,0.9676716887967728
hus-to,hulto,0.0,0.022917773226724558
hus-to,huto,0.0,0.009410537976502717
hus-i,husi,1.0,0.7529803636716351
hus-i,huli,0.0,0.1751140037081893
hus-i,hui,0.0,0.07190563262017563
hus-ti,hutti,1.0,0.9676716887967728
hus-ti,hulti,0.0,0.022917773226724558
hus-ti,huti,0.0,0.009410537976502717
kis-a,kisa,1.0,0.7529803636716351
kis-a,kila,0.0,0.1751140037081893
kis-a,kia,0.0,0.07190563262017563
kis-ta,kitta,1.0,0.9676716887967728
kis-ta,kilta,0.0,0.022917773226724558
kis-ta,kita,0.0,0.009410537976502717
kis-e,kise,1.0,0.7529803636716351
kis-e,kile,0.0,0.1751140037081893
kis-e,kie,0.0,0.07190563262017563
kis-te,kitte,1.0,0.9676716887967728
kis-te,kilte,0.0,0.022917773226724558
kis-te,kite,0.0,0.009410537976502717
kis-tu,kittu,1.0,0.9676716887967728
kis-tu,kiltu,0.0,0.022917773226724558
kis-tu,kitu,0.0,0.009410537976502717
kis-u,kisu,1.0,0.7529803636716351
kis-u,kilu,0.0,0.1751140037081893
kis-u,kiu,0.0,0.07190563262017563
kis-o,kiso,1.0,0.7529803636716351
kis-o,kilo,0.0,0.1751140037081893
kis-o,kio,0.0,0.07190563262017563
kis-to,kitto,1.0,0.9676716887967728
kis-to,kilto,0.0,0.022917773226724558
kis-to,kito,0.0,0.009410537976502717
kis-i,kisi,1.0,0.7529803636716351
kis-i,kili,0.0,0.1751140037081893
kis-i,kii,0.0,0.07190563262017563
kis-ti,kitti,1.0,0.9676716887967728
kis-ti,kilti,0.0,0.022917773226724558
kis-ti,kiti,0.0,0.009410537976502717
mis-a,misa,0.0,0.20134326423337004
mis-a,mila,0.0,0.19603440532653976
mis-a,mia,1.0,0.6026223304400902
mis-ta,mitta,1.0,0.9872755292589995
mis-ta,milta,0.0,0.003123286817849992
mis-ta,mita,0.0,0.009601183923150671
mis-e,mise,0.0,0.20134326423337004
mis-e,mile,0.0,0.19603440532653976
mis-e,mie,1.0,0.6026223304400902
mis-te,mitte,1.0,0.9872755292589995
mis-te,milte,0.0,0.003123286817849992
mis-te,mite,0.0,0.009601183923150671
mis-tu,mittu,1.0,0.9872755292589995
mis-tu,miltu,0.0,0.003123286817849992
mis-tu,mitu,0.0,0.009601183923150671
mis-u,misu,0.0,0.20134326423337004
mis-u,milu,0.0,0.19603440532653976
mis-u,miu,1.0,0.6026223304400902
mis-o,miso,0.0,0.20134326423337004
mis-o,milo,0.0,0.19603440532653976
mis-o,mio,1.0,0.6026223304400902
mis-to,mitto,1.0,0.9872755292589995
mis-to,milto,0.0,0.003123286817849992
mis-to,mito,0.0,0.009601183923150671
mis-i,misi,0.0,0.20134326423337004
mis-i,mili,0.0,0.19603440532653976
mis-i,mii,1.0,0.6026223304400902
mis-ti,mitti,1.0,0.9872755292589995
mis-ti,milti,0.0,0.003123286817849992
mis-ti,miti,0.0,0.009601183923150671
pes-a,pesa,0.0,0.20134326423337004
pes-a,pela,0.0,0.19603440532653976
pes-a,pea,1.0,0.6026223304400902
pes-ta,petta,1.0,0.9872755292589995
pes-ta,pelta,0.0,0.003123286817849992
pes-ta,peta,0.0,0.009601183923150671
pes-e,pese,0.0,0.20134326423337004
pes-e,pele,0.0,0.19603440532653976
pes-e,pee,1.0,0.6026223304400902
pes-te,pette,1.0,0.9872755292589995
pes-te,pelte,0.0,0.003123286817849992
pes-te,pete,0.0,0.009601183923150671
pes-tu,pettu,1.0,0.9872755292589995
pes-tu,peltu,0.0,0.003123286817849992
pes-tu,petu,0.0,0.009601183923150671
pes-u,pesu,0.0,0.20134326423337004
pes-u,pelu,0.0,0.19603440532653976
pes-u,peu,1.0,0.6026223304400902
pes-o,peso,0.0,0.20134326423337004
pes-o,pelo,0.0,0.19603440532653976
pes-o,peo,1.0,0.6026223304400902
pes-to,petto,1.0,0.9872755292589995
pes-to,pelto,0.0,0.003123286817849992
pes-to,peto,0.0,0.009601183923150671
pes-i,pesi,0.0,0.20134326423337004
pes-i,peli,0.0,0.19603440532653976
pes-i,pei,1.0,0.6026223304400902
pes-ti,petti,1.0,0.9872755292589995
pes-ti,pelti,0.0,0.003123286817849992
pes-ti,peti,0.0,0.009601183923150671
ses-a,sesa,0.0,0.20134326423337004
ses-a,sela,0.0,0.19603440532653976
ses-a,sea,1.0,0.6026223304400902
ses-ta,setta,1.0,0.9872755292589995
ses-ta,selta,0.0,0.003123286817849992
ses-ta,seta,0.0,0.009601183923150671
ses-e,sese,0.0,0.20134326423337004
ses-e,sele,0.0,0.19603440532653976
ses-e,see,1.0,0.6026223304400902
ses-te,sette,1.0,0.9872755292589995
ses-te,selte,0.0,0.003123286817849992
ses-te,sete,0.0,0.009601183923150671
ses-tu,settu,1.0,0.9872755292589995
ses-tu,seltu,0.0,0.003123286817849992
ses-tu,setu,0.0,0.009601183923150671
ses-u,sesu,0.0,0.20134326423337004
ses-u,selu,0.0,0.19603440532653976
ses-u,seu,1.0,0.6026223304400902
ses-o,seso,0.0,0.20134326423337004
ses-o,selo,0.0,0.19603440532653976
ses-o,seo,1.0,0.6026223304400902
ses-to,setto,1.0,0.9872755292589995
ses-to,selto,0.0,0.003123286817849992
ses-to,seto,0.0,0.009601183923150671
ses-i,sesi,0.0,0.20134326423337004
ses-i,seli,0.0,0.19603440532653976
ses-i,sei,1.0,0.6026223304400902
ses-ti,setti,1.0,0.9872755292589995
ses-ti,selti,0.0,0.003123286817849992
ses-ti,seti,0.0,0.009601183923150671
nes-a,nesa,0.0,0.20134326423337004
nes-a,nela,0.0,0.19603440532653976
nes-a,nea,1.0,0.6026223304400902
nes-ta,netta,1.0,0.9872755292589995
nes-ta,nelta,0.0,0.003123286817849992
nes-ta,neta,0.0,0.009601183923150671
nes-e,nese,0.0,0.20134326423337004
nes-e,nele,0.0,0.19603440532653976
nes-e,nee,1.0,0.6026223304400902
nes-te,nette,1.0,0.9872755292589995
nes-te,nelte,0.0,0.003123286817849992
nes-te,nete,0.0,0.009601183923150671
nes-tu,nettu,1.0,0.9872755292589995
nes-tu,neltu,0.0,0.003123286817849992
nes-tu,netu,0.0,0.009601183923150671
nes-u,nesu,0.0,0.20134326423337004
nes-u,nelu,0.0,0.19603440532653976
nes-u,neu,1.0,0.6026223304400902
nes-o,neso,0.0,0.20134326423337004
nes-o,nelo,0.0,0.19603440532653976
nes-o,neo,1.0,0.6026223304400902
nes-to,netto,1.0,0.9872755292589995
nes-to,nelto,0.0,0.003123286817849992
nes-to,neto,0.0,0.009601183923150671
nes-i,nesi,0.0,0.20134326423337004
nes-i,neli,0.0,0.19603440532653976
nes-i,nei,1.0,0.6026223304400902
nes-ti,netti,1.0,0.9872755292589995
nes-ti,nelti,0.0,0.003123286817849992
nes-ti,neti,0.0,0.009601183923150671
nus-a,nusa,0.0,0.20134326423337004
nus-a,nula,0.0,0.19603440532653976
nus-a,nua,1.0,0.6026223304400902
nus-ta,nutta,1.0,0.9872755292589995
nus-ta,nulta,0.0,0.003123286817849992
nus-ta,nuta,0.0,0.009601183923150671
nus-e,nuse,0.0,0.20134326423337004
nus-e,nule,0.0,0.19603440532653976
nus-e,nue,1.0,0.6026223304400902
nus-te,nutte,1.0,0.9872755292589995
nus-te,nulte,0.0,0.003123286817849992
nus-te,nute,0.0,0.009601183923150671
nus-tu,nuttu,1.0,0.9872755292589995
nus-tu,nultu,0.0,0.003123286817849992
nus-tu,nutu,0.0,0.009601183923150671
nus-u,nusu,0.0,0.20134326423337004
nus-u,nulu,0.0,0.19603440532653976
nus-u,nuu,1.0,0.6026223304400902
nus-o,nuso,0.0,0.20134326423337004
nus-o,nulo,0.0,0.19603440532653976
nus-o,nuo,1.0,0.6026223304400902
nus-to,nutto,1.0,0.9872755292589995
nus-to,nulto,0.0,0.003123286817849992
nus-to,nuto,0.0,0.009601183923150671
nus-i,nusi,0.0,0.20134326423337004
nus-i,nuli,0.0,0.19603440532653976
nus-i,nui,1.0,0.6026223304400902
nus-ti,nutti,1.0,0.9872755292589995
nus-ti,nulti,0.0,0.003123286817849992
nus-ti,nuti,0.0,0.009601183923150671
