Input,Output,ObservedProb,ExpectedProb
nit-te,nilte,0.0,0.04120926184352942
nit-te,nite,0.0,0.030220134181646263
tot-a,tota,0.0,0.4523812437095304
tot-a,tola,1.0,0.3159338588058064
tot-a,toa,0.0,0.23168489748466312
tot-ta,totta,1.0,0.9285706039748243
tot-ta,tolta,0.0,0.04120926184352942
tot-ta,tota,0.0,0.030220134181646263
tot-e,tote,0.0,0.4523812437095304
tot-e,tole,1.0,0.3159338588058064
tot-e,toe,0.0,0.23168489748466312
tot-te,totte,1.0,0.9285706039748243
tot-te,tolte,0.0,0.04120926184352942
tot-te,tote,0.0,0.030220134181646263
not-a,nota,0.0,0.4523812437095304
not-a,nola,1.0,0.3159338588058064
not-a,noa,0.0,0.23168489748466312
not-ta,notta,1.0,0.9285706039748243
not-ta,nolta,0.0,0.04120926184352942
not-ta,nota,0.0,0.030220134181646263
not-e,note,0.0,0.4523812437095304
not-e,nole,1.0,0.3159338588058064
not-e,noe,0.0,0.23168489748466312
not-te,notte,1.0,0.9285706039748243
not-te,nolte,0.0,0.04120926184352942
not-te,note,0.0,0.030220134181646263
mat-a,mata,0.0,0.4523812437095304
mat-a,mala,1.0,0.3159338588058064
mat-a,maa,0.0,0.23168489748466312
mat-ta,matta,1.0,0.9285706039748243
mat-ta,malta,0.0,0.04120926184352942
mat-ta,mata,0.0,0.030220134181646263
mat-e,mate,0.0,0.4523812437095304
mat-e,male,1.0,0.3159338588058064
mat-e,mae,0.0,0.23168489748466312
mat-te,matte,1.0,0.9285706039748243
mat-te,malte,0.0,0.04120926184352942
mat-te,mate,0.0,0.030220134181646263
tus-a,tusa,1.0,0.4523812437095304
tus-a,tula,0.0,0.3159338588058064
tus-a,tua,0.0,0.23168489748466312
tus-ta,tutta,1.0,0.9285706039748243
tus-ta,tulta,0.0,0.04120926184352942
tus-ta,tuta,0.0,0.030220134181646263
tus-e,tuse,1.0,0.4523812437095304
tus-e,tule,0.0,0.3159338588058064
tus-e,tue,0.0,0.23168489748466312
tus-te,tutte,1.0,0.9285706039748243
tus-te,tulte,0.0,0.04120926184352942
tus-te,tute,0.0,0.030220134181646263
sis-a,sisa,1.0,0.4523812437095304
sis-a,sila,0.0,0.3159338588058064
sis-a,sia,0.0,0.23168489748466312
sis-ta,sitta,1.0,0.9285706039748243
sis-ta,silta,0.0,0.04120926184352942
sis-ta,sita,0.0,0.030220134181646263
sis-e,sise,1.0,0.4523812437095304
sis-e,sile,0.0,0.3159338588058064
sis-e,sie,0.0,0.23168489748466312
sis-te,sitte,1.0,0.9285706039748243
sis-te,silte,0.0,0.04120926184352942
sis-te,site,0.0,0.030220134181646263
hus-a,husa,1.0,0.4523812437095304
hus-a,hula,0.0,0.3159338588058064
hus-a,hua,0.0,0.23168489748466312
hus-ta,hutta,1.0,0.9285706039748243
hus-ta,hulta,0.0,0.04120926184352942
hus-ta,huta,0.0,0.030220134181646263
hus-e,huse,1.0,0.4523812437095304
hus-e,hule,0.0,0.3159338588058064
hus-e,hue,0.0,0.23168489748466312
hus-te,hutte,1.0,0.9285706039748243
hus-te,hulte,0.0,0.04120926184352942
hus-te,hute,0.0,0.030220134181646263
kis-a,kisa,1.0,0.4523812437095304
kis-a,kila,0.0,0.3159338588058064
kis-a,kia,0.0,0.23168489748466312
kis-ta,kitta,1.0,0.9285706039748243
kis-ta,kilta,0.0,0.04120926184352942
kis-ta,kita,0.0,0.030220134181646263
kis-e,kise,1.0,0.4523812437095304
kis-e,kile,0.0,0.3159338588058064
kis-e,kie,0.0,0.23168489748466312
kis-te,kitte,1.0,0.9285706039748243
kis-te,kilte,0.0,0.04120926184352942
kis-te,kite,0.0,0.030220134181646263
mis-a,misa,0.0,0.4523812437095304
mis-a,mila,0.0,0.3159338588058064
mis-a,mia,1.0,0.23168489748466312
mis-ta,mitta,1.0,0.9285706039748243
mis-ta,milta,0.0,0.04120926184352942
mis-ta,mita,0.0,0.030220134181646263
mis-e,mise,0.0,0.4523812437095304
mis-e,mile,0.0,0.3159338588058064
mis-e,mie,1.0,0.23168489748466312
mis-te,mitte,1.0,0.9285706039748243
mis-te,milte,0.0,0.04120926184352942
mis-te,mite,0.0,0.030220134181646263
pes-a,pesa,0.0,0.4523812437095304
pes-a,pela,0.0,0.3159338588058064
pes-a,pea,1.0,0.23168489748466312
pes-ta,petta,1.0,0.9285706039748243
pes-ta,pelta,0.0,0.04120926184352942
pes-ta,peta,0.0,0.030220134181646263
pes-e,pese,0.0,0.4523812437095304
pes-e,pele,0.0,0.3159338588058064
pes-e,pee,1.0,0.23168489748466312
pes-te,pette,1.0,0.9285706039748243
pes-te,pelte,0.0,0.04120926184352942
pes-te,pete,0.0,0.030220134181646263
ses-a,sesa,0.0,0.4523812437095304
ses-a,sela,0.0,0.3159338588058064
ses-a,sea,1.0,0.23168489748466312
ses-ta,setta,1.0,0.9285706039748243
ses-ta,selta,0.0,0.04120926184352942
ses-ta,seta,0.0,0.030220134181646263
ses-e,sese,0.0,0.4523812437095304
ses-e,sele,0.0,0.3159338588058064
ses-e,see,1.0,0.23168489748466312
ses-te,sette,1.0,0.9285706039748243
ses-te,selte,0.0,0.04120926184352942
ses-te,sete,0.0,0.030220134181646263
nes-a,nesa,0.0,0.4523812437095304
nes-a,nela,0.0,0.3159338588058064
nes-a,nea,1.0,0.23168489748466312
nes-ta,netta,1.0,0.9285706039748243
nes-ta,nelta,0.0,0.04120926184352942
nes-ta,neta,0.0,0.030220134181646263
nes-e,nese,0.0,0.4523812437095304
nes-e,nele,0.0,0.3159338588058064
nes-e,nee,1.0,0.23168489748466312
nes-te,nette,1.0,0.9285706039748243
nes-te,nelte,0.0,0.04120926184352942
nes-te,nete,0.0,0.030220134181646263
nus-a,nusa,0.0,0.4523812437095304
nus-a,nula,0.0,0.3159338588058064
nus-a,nua,1.0,0.23168489748466312
nus-ta,nutta,1.0,0.9285706039748243
nus-ta,nulta,0.0,0.04120926184352942
nus-ta,nuta,0.0,0.030220134181646263
nus-e,nuse,0.0,0.4523812437095304
nus-e,nule,0.0,0.3159338588058064
nus-e,nue,1.0,0.23168489748466312
nus-te,nutte,1.0,0.9285706039748243
nus-te,nulte,0.0,0.04120926184352942
nus-te,nute,0.0,0.030220134181646263
